epoch,train_loss,train_acc,val_loss,val_acc
1,1.076672071710639,0.44954128440366975,1.076672071710639,0.44954128440366975
2,1.138157396141542,0.44954128440366975,1.138157396141542,0.44954128440366975
3,1.1326788937279937,0.47706422018348627,1.1326788937279937,0.47706422018348627
4,1.278408883908473,0.44036697247706424,1.278408883908473,0.44036697247706424
5,1.0568050616378084,0.45871559633027525,1.0568050616378084,0.45871559633027525
6,1.0622212985239992,0.5137614678899083,1.0622212985239992,0.5137614678899083
7,1.1883568523127004,0.44036697247706424,1.1883568523127004,0.44036697247706424
8,1.11555797353797,0.44036697247706424,1.11555797353797,0.44036697247706424
9,1.50101747315958,0.3486238532110092,1.50101747315958,0.3486238532110092
10,1.2264347306085288,0.44036697247706424,1.2264347306085288,0.44036697247706424
11,1.2403639587787314,0.43119266055045874,1.2403639587787314,0.43119266055045874
12,1.2788739619998757,0.44954128440366975,1.2788739619998757,0.44954128440366975
13,1.357468864239684,0.43119266055045874,1.357468864239684,0.43119266055045874
14,1.4207894703663817,0.44036697247706424,1.4207894703663817,0.44036697247706424
15,1.4121800759516725,0.44036697247706424,1.4121800759516725,0.44036697247706424
16,1.4461832768326506,0.43119266055045874,1.4461832768326506,0.43119266055045874
17,1.4027864856457493,0.42201834862385323,1.4027864856457493,0.42201834862385323
18,1.4768111410490963,0.43119266055045874,1.4768111410490963,0.43119266055045874
19,1.4984999151404845,0.43119266055045874,1.4984999151404845,0.43119266055045874
20,1.498265018156909,0.43119266055045874,1.498265018156909,0.43119266055045874
